id,target
6346,0
3666,0
5678,0
1006,0
8320,0
11276,0
1989,0
11023,0
8720,0
9529,0
4481,0
544,0
58,0
10344,0
556,0
11468,0
14058,0
6754,0
12831,0
11781,0
14693,0
5351,0
2929,0
14050,0
6447,0
10327,0
8286,0
8533,0
10497,0
8566,0
508,0
6487,0
14175,0
13321,0
4261,0
836,0
11079,0
10548,0
7581,0
8013,0
1666,0
1157,0
3935,0
11712,0
3667,0
2650,0
4639,0
9434,0
5272,0
2154,0
1155,0
12089,0
7895,0
435,0
3852,0
801,0
14795,0
12336,0
5783,0
1923,0
604,0
4146,0
4735,0
946,0
8296,0
9902,0
8975,0
3347,0
4150,0
14498,0
6677,0
14212,0
11179,0
11030,0
7514,0
6854,0
13699,0
1201,0
5171,0
9708,0
8459,0
14553,0
11004,0
12269,0
4023,0
13381,0
9700,0
1305,0
6083,0
7440,0
2971,0
5700,0
13538,0
13748,0
9904,0
6383,0
13218,0
11075,0
1320,0
9093,0
539,0
13753,0
9224,0
10727,0
3205,0
3986,0
9795,0
10137,0
7247,0
6162,0
11918,0
4635,0
13253,0
8521,0
13545,0
2790,0
10540,0
12648,0
5621,0
7660,0
2157,0
9877,0
9168,0
4514,0
6602,0
3234,0
12320,0
7536,0
8882,0
82,0
1792,0
10042,0
3912,0
8343,0
7733,0
4190,0
9669,0
4252,0
13389,0
8046,0
4527,0
4906,0
10770,0
2257,0
7246,0
5387,0
9049,0
5819,0
8561,0
11138,0
9419,0
13247,0
13156,0
2561,0
3596,0
12041,0
518,0
272,0
9467,0
13200,0
10332,0
6131,0
13884,0
13582,0
141,0
436,0
1124,0
103,0
6028,0
10379,0
10522,0
11932,0
3103,0
10791,0
1357,0
13797,0
13335,0
10631,0
9483,0
10115,0
10864,0
7763,0
9372,0
3429,0
30,0
1421,0
4346,0
12759,0
1614,0
14974,0
3525,0
1740,0
3603,0
13066,0
4075,0
129,0
12574,0
4345,0
9825,0
9927,0
1508,0
14741,0
2369,0
6389,0
13657,0
11485,0
4127,0
4068,0
10541,0
2361,0
5735,0
14737,0
14432,0
10346,0
9817,0
4909,0
3929,0
12056,0
13177,0
7575,0
10981,0
9216,0
3503,0
1766,0
14496,0
8012,0
11430,0
1284,0
9223,0
14684,0
5215,0
12549,0
8085,0
8773,0
7101,0
1770,0
674,0
3713,0
9917,0
2667,0
10297,0
7663,0
1707,0
5615,0
8988,0
6043,0
6251,0
5060,0
5944,0
9670,0
9911,0
2944,0
7681,0
6298,0
2731,0
6058,0
75,0
9762,0
11131,0
7938,0
1292,0
1859,0
221,0
2239,0
7913,0
11184,0
10601,0
14012,0
7790,0
8482,0
8311,0
14234,0
14587,0
10852,0
407,0
9932,0
8155,0
4374,0
11025,0
2713,0
12817,0
4264,0
6382,0
14900,0
7103,0
9864,0
10798,0
13973,0
13145,0
564,0
5141,0
3286,0
13616,0
11172,0
4251,0
8935,0
14085,0
7456,0
11062,0
7316,0
12114,0
12724,0
14785,0
10931,0
12733,0
2339,0
2696,0
6868,0
3920,0
7429,0
5049,0
3390,0
12812,0
12982,0
6342,0
1967,0
6764,0
60,0
9562,0
12246,0
12904,0
13681,0
13436,0
8650,0
11557,0
7858,0
4471,0
8325,0
5786,0
6250,0
10356,0
1174,0
4409,0
5492,0
4283,0
7092,0
12087,0
6981,0
14519,0
11213,0
14650,0
7172,0
2326,0
6705,0
6576,0
8348,0
6104,0
849,0
5996,0
10098,0
10714,0
5590,0
7566,0
6671,0
2359,0
6323,0
8352,0
1889,0
12364,0
13042,0
4189,0
8039,0
12950,0
2645,0
3590,0
7223,0
13853,0
10330,0
9324,0
10528,0
7750,0
10317,0
14191,0
9560,0
12519,0
8595,0
9053,0
13611,0
4438,0
203,0
13096,0
14265,0
2774,0
13958,0
4821,0
13469,0
9884,0
10519,0
4805,0
5676,0
13106,0
5350,0
3588,0
14359,0
7359,0
13508,0
2697,0
3264,0
1033,0
6699,0
3186,0
12206,0
10687,0
12255,0
13723,0
5567,0
9796,0
1639,0
4919,0
12304,0
9721,0
3334,0
9078,0
12091,0
7275,0
14463,0
6459,0
3443,0
2635,0
13924,0
6695,0
12915,0
13651,0
754,0
8522,0
6578,0
7782,0
6586,0
1586,0
14134,0
6035,0
4884,0
2979,0
2514,0
8571,0
14901,0
809,0
8847,0
744,0
2675,0
5174,0
5917,0
7380,0
7911,0
3448,0
2762,0
7698,0
12949,0
3452,0
8477,0
2814,0
7161,0
14751,0
12572,0
3718,0
2807,0
7469,0
1351,0
4687,0
14152,0
3201,0
8989,0
9582,0
3597,0
10772,0
4052,0
2874,0
4226,0
14486,0
6653,0
1699,0
4515,0
5999,0
9362,0
3165,0
13014,0
9653,0
2776,0
12424,0
4289,0
4530,0
9455,0
14151,0
14947,0
14744,0
2198,0
4716,0
3237,0
12427,0
12284,0
11351,0
6566,0
3639,0
8431,0
6277,0
5107,0
7176,0
13672,0
7118,0
6377,0
5958,0
11211,0
7719,0
3271,0
13263,0
1640,0
6187,0
1445,0
4281,0
4988,0
6444,0
13047,0
3513,0
4383,0
2907,0
4903,0
6500,0
6493,0
3706,0
11824,0
7362,0
12987,0
1037,0
12124,0
8365,0
546,0
4250,0
7367,0
4249,0
2875,0
11345,0
10525,0
14769,0
13441,0
1092,0
14456,0
4343,0
11969,0
10047,0
2507,0
9568,0
2486,0
10656,0
13478,0
6515,0
1739,0
14261,0
1375,0
5908,0
8864,0
12602,0
13796,0
5831,0
4421,0
1135,0
4449,0
1228,0
14289,0
13224,0
5562,0
1426,0
9376,0
4815,0
3126,0
4247,0
9413,0
1480,0
11434,0
10398,0
13761,0
8276,0
7758,0
11901,0
2618,0
3123,0
10431,0
4119,0
7462,0
14590,0
8346,0
9215,0
10738,0
4143,0
14181,0
11640,0
14643,0
3900,0
4484,0
8167,0
9341,0
5864,0
12300,0
13949,0
794,0
3965,0
13212,0
12739,0
14652,0
1349,0
3835,0
14518,0
14964,0
14719,0
2555,0
9800,0
8770,0
346,0
942,0
7200,0
12597,0
3385,0
1315,0
1029,0
8552,0
6240,0
4623,0
11606,0
13930,0
8971,0
8377,0
1589,0
263,0
7631,0
13123,0
9085,0
14844,0
6983,0
7284,0
7276,0
4711,0
14254,0
7452,0
1295,0
2805,0
4389,0
6544,0
13770,0
6391,0
10345,0
4566,0
920,0
7047,0
558,0
10879,0
13669,0
6303,0
5334,0
11631,0
13137,0
10724,0
12261,0
5405,0
1286,0
5959,0
11478,0
13544,0
10862,0
4630,0
5624,0
3213,0
12333,0
12166,0
13121,0
398,0
5054,0
7068,0
5788,0
56,0
8664,0
5103,0
3096,0
2537,0
2935,0
10142,0
13713,0
1034,0
4101,0
7900,0
4867,0
10564,0
14688,0
8921,0
6296,0
7215,0
1098,0
6479,0
2937,0
10990,0
882,0
2581,0
5281,0
1236,0
2816,0
7691,0
8356,0
369,0
9122,0
6253,0
1902,0
14612,0
4423,0
14300,0
8476,0
11787,0
8216,0
8996,0
9869,0
8756,0
6864,0
3728,0
12420,0
11838,0
12309,0
13911,0
3437,0
11902,0
3419,0
10273,0
4265,0
14095,0
9880,0
12853,0
7689,0
311,0
12385,0
8673,0
12322,0
6486,0
13764,0
5114,0
11224,0
2270,0
6491,0
7204,0
7008,0
12410,0
5614,0
5540,0
6994,0
7348,0
6110,0
13463,0
1075,0
9095,0
10558,0
14830,0
6101,0
12101,0
9194,0
5254,0
11790,0
5306,0
9062,0
8809,0
7982,0
10752,0
944,0
8932,0
5148,0
8478,0
894,0
11723,0
4028,0
2753,0
657,0
13819,0
2141,0
3105,0
11845,0
10477,0
1125,0
12037,0
1822,0
13675,0
671,0
4892,0
133,0
2699,0
855,0
8801,0
9818,0
4367,0
344,0
4820,0
3202,0
11417,0
7654,0
11891,0
5646,0
9140,0
10218,0
3430,0
11349,0
12319,0
4564,0
8215,0
8596,0
12242,0
10813,0
14697,0
10876,0
4269,0
5584,0
1138,0
14413,0
9301,0
11275,0
8743,0
11936,0
880,0
2917,0
11167,0
7358,0
6297,0
9654,0
11305,0
8073,0
12809,0
812,0
10675,0
8846,0
7940,0
8177,0
8731,0
14304,0
13603,0
6550,0
5568,0
265,0
682,0
6498,0
14211,0
2350,0
3246,0
7369,0
9857,0
10711,0
8127,0
3245,0
8727,0
10409,0
322,0
5636,0
6061,0
7735,0
4201,0
10434,0
4891,0
8886,0
2733,0
4968,0
9343,0
3285,0
5330,0
1884,0
2452,0
912,0
4058,0
2052,0
14238,0
13022,0
14021,0
5065,0
1831,0
930,0
9043,0
2994,0
7734,0
8553,0
8885,0
10983,0
8768,0
4469,0
2212,0
9681,0
3722,0
3611,0
8628,0
6600,0
14439,0
8065,0
4304,0
4875,0
523,0
13730,0
12683,0
3992,0
9142,0
6490,0
14811,0
13100,0
11665,0
4093,0
736,0
12473,0
7885,0
4457,0
13918,0
5588,0
14358,0
6701,0
8437,0
8261,0
12871,0
10242,0
10856,0
5163,0
619,0
8871,0
5648,0
8681,0
10433,0
10400,0
7406,0
1877,0
1009,0
866,0
7640,0
4751,0
5160,0
14911,0
918,0
8611,0
7558,0
6053,0
13909,0
3048,0
5449,0
608,0
14512,0
4240,0
1049,0
6349,0
8575,0
4461,0
8568,0
7797,0
13810,0
2777,0
9038,0
11091,0
13467,0
12711,0
8789,0
10063,0
14980,0
3470,0
2957,0
10044,0
2163,0
2460,0
7382,0
1968,0
8403,0
3744,0
13617,0
10599,0
11316,0
8728,0
4510,0
8969,0
4229,0
10245,0
1053,0
1490,0
1661,0
5433,0
330,0
4062,0
3467,0
1698,0
11320,0
5175,0
10178,0
13992,0
9202,0
6736,0
4645,0
4364,0
10571,0
4301,0
1978,0
6096,0
8047,0
2574,0
2583,0
13527,0
12681,0
4050,0
10735,0
4051,0
128,0
8119,0
11986,0
1209,0
10080,0
5288,0
13038,0
11116,0
14774,0
11527,0
12297,0
8551,0
6733,0
11505,0
6143,0
10422,0
235,0
10339,0
9447,0
6266,0
1533,0
2134,0
2436,0
11708,0
7850,0
9831,0
7056,0
10353,0
1206,0
8685,0
4568,0
12651,0
1786,0
8827,0
12803,0
6630,0
5649,0
7540,0
2390,0
6367,0
3291,0
14892,0
5537,0
8793,0
581,0
9374,0
1910,0
13496,0
6119,0
11260,0
5887,0
14528,0
13963,0
9634,0
1954,0
13956,0
5834,0
2649,0
4541,0
9318,0
4255,0
7901,0
7614,0
782,0
14026,0
4430,0
10626,0
9959,0
1296,0
4307,0
12835,0
9371,0
5483,0
11376,0
302,0
7206,0
14075,0
493,0
3392,0
2589,0
9397,0
347,0
7213,0
13176,0
5986,0
9269,0
13914,0
10811,0
7303,0
9031,0
90,0
8200,0
4600,0
5544,0
12595,0
9684,0
150,0
7171,0
13597,0
8191,0
12316,0
8920,0
7860,0
13703,0
4431,0
163,0
827,0
5581,0
3795,0
8293,0
12968,0
12543,0
11163,0
3512,0
4692,0
4386,0
11464,0
7344,0
7740,0
8498,0
941,0
13576,0
14962,0
12323,0
6583,0
9452,0
5830,0
9887,0
11164,0
7321,0
2033,0
1207,0
9947,0
9953,0
3411,0
6374,0
6067,0
5210,0
7379,0
4640,0
10103,0
14208,0
3556,0
12692,0
13330,0
10700,0
12779,0
7626,0
3219,0
307,0
3424,0
13392,0
2535,0
2570,0
5014,0
6638,0
14205,0
3039,0
10354,0
2966,0
11347,0
7287,0
72,0
14551,0
10681,0
8624,0
7337,0
6158,0
5989,0
6085,0
3817,0
12971,0
2024,0
1916,0
6184,0
10045,0
6628,0
13952,0
1870,0
13832,0
1313,0
14895,0
354,0
3532,0
1061,0
1976,0
8330,0
1498,0
4089,0
7100,0
12057,0
2831,0
5628,0
9767,0
6540,0
7521,0
7653,0
301,0
6794,0
5847,0
4282,0
3094,0
5728,0
12838,0
12438,0
10255,0
14913,0
9665,0
12125,0
7274,0
14658,0
5417,0
4589,0
11419,0
3328,0
5404,0
14371,0
4974,0
13751,0
2548,0
3208,0
1736,0
13417,0
4533,0
12173,0
13843,0
10975,0
6208,0
3433,0
11047,0
2769,0
7340,0
8456,0
1964,0
6828,0
661,0
13940,0
7595,0
6286,0
6678,0
12629,0
13595,0
7180,0
8156,0
1087,0
9625,0
5098,0
8467,0
2196,0
14020,0
14327,0
7445,0
3222,0
2743,0
10340,0
10836,0
8453,0
8471,0
11331,0
10838,0
13117,0
11722,0
5031,0
9577,0
11438,0
11522,0
3431,0
10962,0
7078,0
11231,0
13172,0
1462,0
1799,0
13536,0
1105,0
11264,0
11788,0
9527,0
14632,0
6631,0
5372,0
2924,0
7920,0
7342,0
2838,0
4819,0
2111,0
6557,0
5850,0
7815,0
12947,0
3182,0
14369,0
6189,0
4378,0
1099,0
5,0
9199,0
13086,0
8931,0
4644,0
4964,0
12479,0
12933,0
5078,0
5589,0
1378,0
11823,0
5102,0
1844,0
9847,0
7268,0
1224,0
9335,0
6842,0
12407,0
11029,0
7792,0
11337,0
7472,0
13376,0
464,0
5263,0
2283,0
14418,0
4455,0
10378,0
7059,0
11711,0
12174,0
8195,0
7333,0
6789,0
12307,0
8283,0
6472,0
6832,0
10152,0
5630,0
10459,0
2651,0
9008,0
13226,0
8226,0
248,0
8515,0
3804,0
4855,0
1983,0
7622,0
1008,0
10316,0
10925,0
11103,0
2613,0
5527,0
5298,0
779,0
5084,0
11992,0
2132,0
7667,0
11588,0
14193,0
2562,0
10123,0
5125,0
11675,0
9325,0
5383,0
121,0
6657,0
7202,0
6124,0
3626,0
10706,0
11435,0
2434,0
14862,0
1554,0
10484,0
7597,0
13630,0
1885,0
6235,0
314,0
12899,0
10645,0
1655,0
1867,0
2758,0
2735,0
9745,0
14224,0
13619,0
3932,0
5817,0
2793,0
12631,0
2532,0
574,0
7422,0
4392,0
13000,0
12666,0
7205,0
10924,0
6801,0
1360,0
1596,0
12110,0
12569,0
9523,0
4943,0
5070,0
897,0
12130,0
13986,0
1861,0
10204,0
14822,0
12085,0
6601,0
2219,0
4385,0
10947,0
2578,0
6972,0
13866,0
11363,0
13006,0
7454,0
13010,0
7236,0
2354,0
5606,0
6068,0
10698,0
4698,0
7674,0
1753,0
4270,0
8512,0
14954,0
12937,0
5136,0
11432,0
9550,0
4747,0
207,0
6379,0
6230,0
2429,0
1823,0
6745,0
13604,0
14611,0
8342,0
14923,0
8643,0
4173,0
337,0
5880,0
3446,0
10490,0
5123,0
655,0
1833,0
12720,0
13529,0
2484,0
2916,0
3734,0
5250,0
12065,0
541,0
12593,0
504,0
2648,0
11165,0
14633,0
10418,0
13452,0
6169,0
10538,0
2832,0
13585,0
9661,0
10086,0
3292,0
2252,0
5616,0
14823,0
10545,0
8934,0
9540,0
14479,0
5258,0
8625,0
10747,0
9243,0
12390,0
292,0
7042,0
11594,0
1695,0
8002,0
9167,0
5364,0
5384,0
11122,0
1830,0
10853,0
11979,0
11792,0
6025,0
9077,0
2529,0
12330,0
12565,0
6665,0
4866,0
11701,0
7673,0
8569,0
803,0
4017,0
13705,0
14570,0
8633,0
12832,0
6271,0
4556,0
12093,0
8081,0
11279,0
11826,0
9666,0
978,0
8758,0
1070,0
6244,0
14833,0
12328,0
11472,0
14740,0
67,0
8366,0
10253,0
4044,0
4586,0
11529,0
12709,0
11494,0
12202,0
2557,0
6373,0
11777,0
7315,0
5244,0
434,0
4437,0
8615,0
14426,0
12381,0
9185,0
14606,0
4402,0
13601,0
4165,0
1010,0
14566,0
1047,0
13827,0
10805,0
1171,0
7043,0
2291,0
10325,0
9150,0
3375,0
9001,0
1478,0
3693,0
7563,0
12476,0
4472,0
947,0
4894,0
9589,0
10138,0
1026,0
9391,0
2124,0
9823,0
12340,0
6497,0
13530,0
8267,0
7922,0
1555,0
4102,0
14790,0
3178,0
3820,0
519,0
5600,0
5135,0
4652,0
3705,0
8894,0
11807,0
13732,0
2338,0
5749,0
1876,0
9450,0
4302,0
1584,0
10249,0
11119,0
97,0
4546,0
13447,0
275,0
701,0
2325,0
10282,0
10405,0
9903,0
10033,0
12376,0
6001,0
13378,0
9227,0
4400,0
8985,0
2841,0
10695,0
7986,0
12032,0
2815,0
9377,0
118,0
6855,0
13712,0
9652,0
9643,0
2237,0
14472,0
11355,0
2201,0
3329,0
10883,0
8071,0
12175,0
250,0
14912,0
10476,0
281,0
9628,0
3377,0
5609,0
9036,0
11393,0
13139,0
11166,0
6964,0
1404,0
12690,0
11105,0
5212,0
4215,0
10168,0
1922,0
1120,0
9473,0
6376,0
11672,0
4120,0
10890,0
9849,0
10511,0
958,0
1054,0
4952,0
11973,0
3442,0
9385,0
13340,0
13502,0
4628,0
9500,0
88,0
11870,0
9083,0
14623,0
9997,0
13250,0
12584,0
1800,0
12439,0
10043,0
13102,0
14765,0
3981,0
10555,0
1731,0
158,0
12230,0
7559,0
6898,0
3897,0
12707,0
4205,0
247,0
14138,0
9208,0
6521,0
6215,0
6589,0
12011,0
2216,0
8474,0
6649,0
4707,0
13851,0
8087,0
13694,0
13739,0
8558,0
2513,0
1936,0
11141,0
1826,0
14824,0
1509,0
6155,0
6618,0
10157,0
1243,0
1728,0
12349,0
14240,0
47,0
5214,0
10719,0
4886,0
8792,0
1625,0
4091,0
12820,0
462,0
7764,0
3203,0
11537,0
773,0
5888,0
4616,0
11356,0
270,0
14416,0
10959,0
1588,0
6089,0
13656,0
7335,0
1564,0
14984,0
14710,0
689,0
425,0
14128,0
9717,0
14773,0
12954,0
12957,0
10506,0
756,0
7064,0
3133,0
14186,0
3754,0
9723,0
7611,0
18,0
14859,0
14691,0
2820,0
7964,0
5468,0
7935,0
1788,0
3351,0
5169,0
569,0
8015,0
8404,0
10882,0
9551,0
1328,0
9097,0
7826,0
130,0
13663,0
12338,0
14319,0
11741,0
8159,0
5498,0
8077,0
7583,0
9247,0
561,0
12664,0
10614,0
14269,0
10515,0
6078,0
7127,0
7664,0
4234,0
8260,0
9826,0
12283,0
4297,0
13443,0
4925,0
12138,0
1621,0
7605,0
13135,0
14363,0
9809,0
13382,0
5185,0
7083,0
9978,0
13486,0
11998,0
8245,0
13687,0
936,0
5843,0
8701,0
7363,0
13364,0
9054,0
7562,0
5395,0
6395,0
14674,0
7715,0
745,0
2244,0
11584,0
13747,0
5026,0
2021,0
10070,0
3669,0
14038,0
9195,0
2439,0
2723,0
14271,0
7436,0
3793,0
3345,0
2312,0
2936,0
4354,0
3731,0
3130,0
3379,0
7035,0
4936,0
3955,0
13344,0
8258,0
8509,0
10746,0
6741,0
6508,0
1711,0
9091,0
238,0
9292,0
11999,0
13621,0
1591,0
7670,0
5939,0
6882,0
7208,0
9759,0
8270,0
2593,0
2408,0
14481,0
12537,0
3678,0
5342,0
3336,0
9881,0
6936,0
5028,0
3928,0
1466,0
8548,0
8722,0
10840,0
3409,0
10508,0
560,0
11558,0
7120,0
3803,0
14177,0
8409,0
4072,0
6777,0
1407,0
2604,0
7553,0
11323,0
13568,0
6890,0
3497,0
14500,0
13809,0
9541,0
4581,0
11060,0
5561,0
11457,0
8612,0
5822,0
6308,0
3297,0
1077,0
6190,0
6355,0
25,0
6263,0
13057,0
13904,0
8696,0
2933,0
10860,0
6708,0
86,0
12506,0
7997,0
12262,0
3997,0
8297,0
7121,0
10567,0
795,0
5711,0
1530,0
11117,0
13519,0
4133,0
5009,0
13107,0
8622,0
387,0
9180,0
5368,0
12421,0
14583,0
8937,0
8805,0
5354,0
12969,0
6698,0
5694,0
12288,0
14781,0
13201,0
13147,0
1953,0
8014,0
3609,0
134,0
9930,0
3694,0
9839,0
8040,0
2028,0
10661,0
2603,0
14450,0
10977,0
10132,0
3398,0
2660,0
5718,0
14692,0
8201,0
3780,0
14437,0
3733,0
8339,0
6091,0
10903,0
4911,0
6505,0
9786,0
14948,0
6609,0
8670,0
5685,0
11322,0
8577,0
14654,0
4090,0
10894,0
14349,0
12800,0
2037,0
11350,0
3816,0
12826,0
7845,0
8070,0
7437,0
6808,0
494,0
12734,0
12560,0
3406,0
13557,0
11410,0
4634,0
9644,0
9329,0
5756,0
8527,0
11354,0
259,0
3453,0
3194,0
14148,0
14955,0
11863,0
9937,0
13823,0
433,0
4512,0
7919,0
1656,0
8441,0
10024,0
13098,0
13164,0
3762,0
12834,0
9421,0
13273,0
1712,0
13461,0
363,0
2828,0
9498,0
13346,0
5299,0
1819,0
3489,0
9957,0
9728,0
6012,0
14994,0
3190,0
1475,0
7125,0
6722,0
12930,0
9750,0
13934,0
10895,0
7785,0
4672,0
12783,0
3252,0
1380,0
7914,0
5594,0
14827,0
14155,0
2308,0
9619,0
12855,0
2978,0
313,0
4106,0
10927,0
7017,0
11342,0
6403,0
4950,0
7053,0
9725,0
1032,0
13525,0
14568,0
10552,0
8708,0
6219,0
10194,0
1644,0
9068,0
14700,0
2821,0
1536,0
7090,0
3504,0
3209,0
13081,0
6809,0
5487,0
7065,0
5703,0
4377,0
13372,0
9692,0
2766,0
4576,0
2364,0
3405,0
12544,0
5043,0
1534,0
979,0
10440,0
5731,0
14537,0
5314,0
5467,0
10723,0
1343,0
14087,0
1111,0
3606,0
6467,0
14613,0
13243,0
3261,0
4777,0
43,0
7951,0
1626,0
12580,0
6881,0
5639,0
7398,0
8878,0
7902,0
9213,0
524,0
1420,0
5675,0
14006,0
2587,0
1641,0
6923,0
4008,0
7773,0
11531,0
7057,0
9088,0
7242,0
14513,0
4901,0
5620,0
7070,0
7866,0
13073,0
9982,0
13438,0
12268,0
8121,0
12043,0
5761,0
3730,0
10009,0
7442,0
8426,0
3223,0
11456,0
7066,0
3302,0
7408,0
14360,0
1246,0
5651,0
7018,0
9512,0
10790,0
6386,0
514,0
6786,0
8135,0
7424,0
9874,0
5596,0
9942,0
729,0
4094,0
13642,0
14442,0
848,0
14288,0
13781,0
4082,0
6095,0
5766,0
6336,0
1039,0
7948,0
3204,0
7010,0
7453,0
12677,0
7661,0
6879,0
2716,0
11650,0
764,0
14931,0
5375,0
13192,0
2311,0
1651,0
10171,0
14436,0
5262,0
13423,0
14407,0
3613,0
2136,0
7174,0
10697,0
5683,0
2387,0
9041,0
10914,0
11049,0
5228,0
8725,0
14846,0
14282,0
2262,0
931,0
4156,0
1878,0
8041,0
13354,0
1398,0
816,0
12785,0
12050,0
7697,0
6406,0
9593,0
13919,0
6051,0
9087,0
2317,0
6223,0
8050,0
5403,0
12257,0
13647,0
8587,0
28,0
485,0
14414,0
9021,0
824,0
3772,0
5400,0
7791,0
12346,0
5275,0
9136,0
8490,0
14272,0
375,0
10918,0
14906,0
5899,0
6564,0
8769,0
9629,0
7178,0
3510,0
988,0
11426,0
659,0
11541,0
3907,0
6320,0
2658,0
12936,0
4447,0
13067,0
7768,0
3683,0
2030,0
2969,0
9526,0
7692,0
9977,0
356,0
5666,0
6481,0
2477,0
12907,0
12080,0
12416,0
10324,0
1971,0
5516,0
3941,0
990,0
3199,0
3742,0
9833,0
11340,0
8042,0
4118,0
12393,0
7732,0
3938,0
11822,0
5471,0
9448,0
13935,0
9557,0
10135,0
3480,0
14264,0
14873,0
4840,0
8483,0
8219,0
8422,0
6942,0
2455,0
24,0
2970,0
3304,0
335,0
2116,0
12494,0
11118,0
2671,0
61,0
14972,0
10442,0
8963,0
8781,0
10124,0
5839,0
14934,0
11908,0
1154,0
3436,0
2092,0
2099,0
6762,0
3769,0
13878,0
7696,0
7685,0
7119,0
572,0
11128,0
2556,0
11866,0
6478,0
4214,0
422,0
626,0
6049,0
654,0
1185,0
12181,0
11765,0
2247,0
11442,0
7164,0
10058,0
1642,0
42,0
10988,0
5283,0
399,0
9976,0
4066,0
1214,0
9827,0
4539,0
2663,0
7656,0
12408,0
2340,0
6870,0
8570,0
1046,0
13213,0
5586,0
6310,0
13814,0
6163,0
14130,0
9802,0
14008,0
9895,0
9924,0
799,0
13070,0
1431,0
4752,0
5044,0
6278,0
7286,0
14054,0
2505,0
8049,0
12841,0
7822,0
14170,0
10035,0
12098,0
10445,0
5437,0
714,0
14813,0
7147,0
12741,0
178,0
2708,0
